Id,Tweet
472,Just found out my little niece/QIGENDER had to go to the hospital with a very high fever/SA and convulsions/SA . Apparently has the flu/SA  poor Itzy/DI .
473, @love2reed/DI thx girl/QIGENDER ! I just now woke up! I cnt believe I'm sick!! Now I have a fever/SA ... Wish I could pound nyquil  This sucks.
474,Not well again  @littlereidy/DI it's definitely not hayfever/SA
475,What's worse than a fever/SA and sore throat/SA ? Cancelling a trip to see your little bro/QIGENDER because of a fever/SA and sore throat/SA . 
476," @Ste1987/DI Feel your pain with the hayfever/SA - forgot to take mine yesterday, again. "
477," @michelleflores/DI Michelle/DI , I slept for 11 hours last night. I'm still stick with this fever/SA . "
478," @ShellyKramer/DI I've had a fever/SA for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic! "
479, @wickedblueglow/DI he's in bed sick. Heavy fever/SA . Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed 
480, @petshoptype/DI yes and no. there's some strange infection/SA in my body that's causing me to be sicker than I need and to have a fever/SA . 
481, @stevehills/DI dad's/QIGENDER been having fever/SA since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow. 
482,Poor Lil J-Man/DI has a fever/SA . I can't wait to go home and hold the little man/QIGENDER ! 
483,Sitting here with my baby .. Libby/DI has a fever/SA 101.0  shes/QIGENDER fussy
484," @jgoode/DI impressive fever/SA !  best wishes to her/QIGENDER , hope it's nothing serious"
485, @dictums/DI honey perhaps some medicine? i feel bad for you? do you have fever/SA ? 
486,Justin/DI is SO warm! It makes me worry when they have a high fever/SA and I go to sleep. 
487," @jnoe Aww/DI , Im sry  The last time I felt feverish/SA I ended up having the flu/SA for a whole week! I hope you feel better soon!!!"
488, @sickathanavg/DI know how that goes. How old is your son/QIGENDER ? I have baby fever/SA . I get it every spring  my nephew/QIGENDER has given me the worst case.
489,My poor hubs/QIGENDER has colds and fever/SA . Will be nursing him tonight 
490,is debating whether to go to her 7-yr/QIAGE old cousin's bday party &amp; risk infecting/SA the kids. &quot;HAPPY BDAY! here's a fever/SA !&quot; oops. maybe not. 
491,little abang/DI Rykal/DI has got high fever/SA .. My poor baby boy/QIGENDER .. He's/QIGENDER so miserable.. 
492,Meep! @melodicworld/DI is coming and yaaayy  but also quite nervous! :S Argh and my hayfever/SA is properly kicking in and I don't have drugs 
493,"Tor was super cranky. Jack/DI has fever/SA just got out of bath. Liv/DI still awake. I have fever/SA , pulled muscle in back &amp; my crown just fell out. "
494,"I'm supposed to have a picnic lunch at Parc Floral/QIREGION and this morning, bang! Hayfever/SA harshly knocking at my nose. That is so lame! "
495, @Rochellewiseman/DI ah hayfever/SA is evil  hope rehearsals are going well. Looking forward to your show in Glasgow/QIREGION on Tuesday! x
496,"woke up late, just had breakfast...walking around Stockholm/QIREGION ...pptp still has fever/SA "
497, @KimCattrall/DI my son/QIGENDER still has a fever/SA ...sucks 
498," @rocktographer/DI ya, i think it takes a few days to get into your system but it does work. Hayfever/SA sucks, my eyes get it the worst "
499, @AmyCStewart/DI her/QIGENDER fever/SA drops w/ Tylenol but goes right back up. She/QIGENDER won't eat either or take pedialyte. Just wants to cry. 
500,All stress  a party for my daughter/QIGENDER an my son/QIGENDER has a fever/SA .
501, @arvindsharma/DI hey..how r you?? Having fever/SA since 2 days 
502,Beautiful morning.  Too bad th daughter/QIGENDER has a fever/SA .  It will limit our activities today. 
503,"Mini-update in China/QIREGION : I caught a 104*F fever/SA , thus was in the hospital for 3 days.  "
504, @lydzz92/DI love you miss you!!! mega hayfever/SA 
505," @ellice_x/DI yesss haha! my eyes are suffering, and i've sneezed a few times.. can feel the sorethroat/SA starting. ugh i hate hayfever/SA "
506," @megxcanxfly/DI Oh! Alright!  If we couldn't make it today, we try tomorrow ok! Cause I'm having fever/SA and hve a major headache/SA atm. "
507, @kambabe/DI def not pregnant/SA - not an option. been ill since yesterday morning. have fever/SA and feel nauseous 
508, @JEDMATIC/DI Swine flu/SA orgy sick. Except I have a ridiculous fever/SA . 
509,Shy/DI has been sick  Arnica/DI 30 today and made his/QIGENDER fever/SA rise a bit... keeping an eye on his temp - hope his imm sys kills them bugs fast!
510,Was just going to take the kids out to the playground &amp; putting on sunscreen on my daughter/QIGENDER when I realized she/QIGENDER had fever/SA 
511, @mirz_krystel/DI I hope kyla's/DI fever/SA disapates so that she/QIGENDER can do her santacruzan thing 
512, @nickybyrneoffic/DI i hope u play @ croke/QIREGION park again i couldn't fly out 2 dublin/QIREGION last yr i was poorly with glandular fever/SA 
513," the bean has a fever/SA . She's/QIGENDER acting fine, but is on fiya! Please, please let this resolve quickly!"
514, @carlosisgreat/DI omg me neitherrrr. I have a headache/SA and body aches and chills/SA and a fever/SA 
515," @killa4nialady/DI I'm sick again. I have a horrible fever/SA , and my entire body hurts  ohhh and talking to that boy/QIGENDER :]"
516," @ellen_g/DI  Perhaps you should go to the ER? I've been running random fevers/SA lately, but that sounds really sudden. Now I'm worried."
517,i cant break my daughters/QIGENDER fever/SA her/QIGENDER 1st tooth is kickin her/QIGENDER ass 
518," @vin495/DI the whole family was struck down with colds/SA and fevers/SA , yet I'm the only one that couldn't take time off duty "
519, @tienqueen/DI ya bettter...still slight fever/SA though. being sick is sooo boring 
520,Amelia/DI woke up with a fever/SA . 
521, @tomlozethwaite/DI LOL yeah most probably a mosquito bite or pollen i hate hayfever/SA 
522,"waiting at the gate at Magic Kingdom, again at front of line! Sam/DI has a fever/SA .   Boo. "
523,"staying home from church when she/QIGENDER doea not have a fever/SA ....  yet she/QIGENDER cannot breathe, so.....  its almost been a week."
524, @toyaplus1/DI  Is he/QIGENDER crying a lot? jay would give himself fevers/SA just from crying so much. :/
525, @Fearnecotton/DI I know!! bad times indeed  i've got the worst headache/SA too.. I thought I was just hungover.. but I'm blaming hayfever/SA lol! x
526, @girlwithfringe/DI aaw haha hardly! but thanks! you should see the other eye! its all red and urgh .. i hatee hayfever/SA ruins my summer! 
527,"Not feelin being back.. took 45 mins to drive through Brixton/QIREGION , hayfever/SA is killing me and I have to go back to work tommorrow. "
528, @CaraDiAngel/DI I love the sun! And I'd love to play. What day do you leave?currently I'm horribly sick with fever galore 
529," @ChuckJr/DI  So, is the plan to wrap her/QIGENDER in ice packs so that the fever/SA will break and she/QIGENDER can get to Bball camp tomorrow? ;)"
530,Elly/DI has a fever/SA for the first time...very scary 
531, @ElaineBarstow/DI Had a lovely day. Also said hi to Morcambe/QIREGION bay. My hayfever/SA was bad though 
532,okay- my friends baby had a fever/SA and was limping.  i love my babygirl/QIGENDER . i hope nothing bad happens to her/QIGENDER .her/QIGENDER mama/QIGENDER is gna tell us more l8r
533,Riley's/DI had a 103 degree fever/SA off and on since late last night. She's/QIGENDER not happy.  Going to Dr in morning. #fb
534,Say a little prayer for Maggie/DI she's/QIGENDER not feeling good. Low grade fever/SA too. 
535,My boy/QIGENDER is lil feverish/SA . Not interested in eating at all. Might have lost his apetite. #makesmesad 
536,Poor Bradley/DI ...sick with fever/SA and sore throat/SA .  
537, @rudemod/DI Poor Rach/DI  is it that damn hayfever/SA again?
538," @GeoVaughn/DI I got sick yesterday too. Achy, fever/SA , headache/SA ... we must've gotten it at the rally. Sucks being sick huh? Especially ALONE!! "
539," @NickyMcB/DI I'm good thank you, hows you? I have bad hayfever/SA today, I can't stop sneezing its such a nightmare "
540," @corblimey/DI Aw thx for the followfriday! PS you've got hay fever/SA in Ldn/QIREGION ?! Fuck, I thought I had that just cause I was in south France/QIREGION  "
541,"Bradley/DI still woke up crying with sore throat/SA , fever/SA and headache/SA .  Poor buddy!    Thought a nap would do him/QIGENDER good."
542,"Sick little girl/QIGENDER at our house. Fever/SA , crying... was exposed to hand, foot, and mouth at daycare.  Lots of rocking &amp; cuddling."
543,Hubby/QIMARITAL has bad case of hayfever/SA  Have dug out all the remedies we gave but he/QIGENDER is still suffering with it 
544,John/DI came home from school this afternoon with a 101 degree fever/SA  
545,DD/DI is sick with a fever/SA .    Hope it doesn't last too long.  She/QIGENDER looks terrible!
546,poor little brother/QIGENDER has a 104 fever/SA 
547,Haine/DI has a fever/SA tonight  101.9Â°F (38.8Â°C). Doctor/QIJOB office said to gave her/QIGENDER a dose of Tylenol and will see if it goes down in an hour.
548," I feel a cold coming on. Days before I leave. What if they stop me in Germany/QIREGION because of a fever/SA , LOL. H1N1"
549, @lawreca/DI i went by there but im still sick  i got worster on sunday... my mom/QIGENDER didnt wanna drop me off cause i had a fever/SA and a tummy ace
550,Just waking up feeling really tired. Does hayfever/SA exist outside the UK/QIREGION or it it a pollution thing in England/QIREGION . Never had it in Cyprus/QIREGION 
551,Had to take Kim/DI and Ash/DI the clinic.... down with fever/SA and slight cold 
552,"Feel like death!  No sleep coz of hayfever/SA , now have a chronic migraine/SA and feel sick.  Feels like someone is stabbing my brain! "
553,finished dinner..here @mayanura's/DI room.. my ears hurt same with my throat  swine flu/SA fever/SA
554,"Britsongreen/DI is suffering from the worst imaginable hay fever/SA and is having to stay indoors, rather than enjoy the sun today "
555,"poor little boy/DI , sick with a high fever/SA last night.  so pathetic "
556, @ecaps1/DI bloody idiot!!   just shop him/QIGENDER into some gay/SA porn 
557,is soo bored and  i just wanna go out and have some fun but thandis/DI at some gay/SA thing all day 
558,my friend says ur gay/SA stupid jonas/DI brothers 
559, @jmewithachance/DI cause i woke up early and i have nothing to do  im watching gay/SA twilight and now im gonna watch xmen 2 ahaha
560,gay/SA gay/SA gay/SA i wana c demi but chi concert in on shabbat  and everywhere else shes/QIGENDER goin is liek 5 hours awayyyy gayyyy/SA 
561, @TeearnSTACK/DI whhaaat? you got dumped? thats so gay/SA 
562,"Jim/DI party was cool, but I'm frustrated because all gays/SA are the same. And I am a dumb idiot.  I am sooo lonely here in Zurich/QIREGION "
563," @SirEdwardCullen/DI  why don't you have any of my puppy love? ;( makes me so sad. I have crappy pictures of him/QIGENDER , my phone cam is gay/SA . ;["
564,"I had a good time at the club tonight, and saw a really hot guy/QIGENDER y...but he/QIGENDER was gay/SA   darn..."
565," @TheEllenShow/DI Ellen/DI , I have watched your show for ages, and I agree with your views on gay/SA rights, tonight was proof how bad it is "
566, @tiffawahfoo/DI spermy facesticle. i wish you were here. im sad. first night w out brian/DI .  Gay/SA ! i want starbucks and him/QIGENDER . gr.
567, @JacobLovie/DI haha same  i gotta whole assessment to do   how gay/SA is that?
568,Just read something on facebook that almost made me cryyyyyyyyyyy  Off out to get some food in the sun with the gay/SA brother/QIGENDER !!
569," @Rsltruly/DI When I asked my Mom/QIGENDER she/QIGENDER started yelling at me  And I'm not even doing anything today, it's fucking gay/SA ."
570,"went to the lavender ball gay/SA prom at case western in cleveland/QIREGION ohio/QIREGION , was ok me n the hubby/QIMARITAL argued  but all is well now."
571,"going places, and then back to gay/SA Abilene/DI "
572,messaged joseph/DI on myspace and told him/QIGENDER i was gay/SA ....lets see how this turns out 
573, @ahd0rkieebutt/DI yess..we went all over mostly japan/QIREGION town tho..what happen to your voice?? mines gone too  way gay/SA lol
574, RIP Cotter/DI . But seriously. Gayest/SA death scene ever. He/QIGENDER and Connor/DI practically made out. There was face-touching and shit.
575, @noraaah/DI haha really? oh thats cool lol..knowing the owners part. Yeah the ice is pretty ..like..gay/SA it was all puddles and chipped 
576, @kamun/DI your gay/SA dating still isn't in the spirit of college 
577," @calilace/DI awwwww. everyone good ends up being taken,  gay/SA , or just not interested "
578,i now believe that adam/DI lambert/DI is gay/SA . so sad!  just saw the pics of his/QIGENDER 'gay/SA days'. it's all over the internet!
579,Hmm so like 6 people just followed me back to back!!! No cute boys/QIGENDER though  Ladies/QIGENDER where r ure cute gay/SA friends lol
580, @janoow10/DI home so early? No DT? Gay/SA 
581, @SydneyAlterEgo/DI  my dog is cute and is giving me much needed cuddles and love. Yoshi/DI resents being told she/QIGENDER is gay/SA . She/QIGENDER likes men/QIGENDER n bones
582,"*sigh* Okay, guess I'll just draw more Togekiss/DI all over my math notes and rewatch gossip girl/QIGENDER  God I'm so gay/SA ."
583,Have just met the gayest/SA man/QIGENDER alive and the thinnest woman/QIGENDER alive - still not bought any toys yet 
584, @undefeatedimage/DI get on ichat if you think the same internet dc bla is being gays/SA ?  or just calllll or fb if you wanna chattttt
585, @delshores/DI @jasondottley/DI I heard last night through the gay/SA grapevine mahaffey/DI decided not to do the event with Caroline/DI .  saddness.
586,is god your a fucking BITCH/QIGENDER ! What the hell was i thinking? Ahhh..this is gay/SA  :!!! 
587,rob/DI pat/DI gay/SA kissing scene made my cry.. 
588,"thinks all gay/SA guys/QIGENDER should come equipped w severe acne, a big nasty unibrow, and man/QIGENDER boobs just so us straight girls/QIGENDER don't fall for them! "
589,my parents are gay/SA and have banned off my computer... so now i have to sneak on  oh and i have a kevin/DI jonas/DI poster on my wall... lol.
590," @chicalta/DI oh wow. that's all bad. sorry, but know what that means, gay/SA all day. . .and he/QIGENDER had the chin piercing "
591, @zaccyh/DI That sucks  Its my fave piercing too.  Gay/SA . everything else is fine except the stupid fucking navel fml. 
592, @torilovesbradie/DI aww thats gay/SA . what a looser dw bout him/QIGENDER  or mayb hes/QIGENDER outta cred
593,too bad Adam/DI Lambert's/DI a gay/SA 
594, @subtlewhisper/DI at least you didn't get hit on by 2 gay/SA guys/QIGENDER ... one actially tried to make out w/ me... I wish I could die right now 
595, @Theereesa/DI  im just mad that my roomate is gay/SA and i pay rent yet i feel like i have rules like living with my parents but i want him/QIGENDER too
596,Mean girls/QIGENDER is on! Why does aaron/DI samuels/DI have to be gay/SA ? It's so sad 
597, @LLCOOLDAVE/DI you know skinnys mean gay/SA to straight folk. damn me for wearing straight legs and a fitted. 
598, @battleshipdrive/DI i'm sorry bb.  shouldn't there be tons of gay/SA dudes/QIGENDER though? isn't your mom/QIGENDER like a hag of the 1st degree?
599,Thinks it's gay/SA I can't find Brian/DI on here 
600, @jyoonp/DI joyce/DI what's your pin you're not on my list anymore  but I'm sick of bb too. Gayy/SA
601,"Ok, so if a man/QIGENDER becomes a woman/QIGENDER , and still likes women/QIGENDER is he/QIGENDER technically a lesbian/SA ? But if he/QIGENDER like men/QIGENDER is he/QIGENDER still gay/SA ? I'm confused "
602, @iLoveDarkEdward/DI That movie is Epic. Especially the song Prudence sings. &gt;_&gt; Took me a while to get that she/QIGENDER was gay/SA .  I'm so clueless.
603,"there is a gay/SA TV station on german/QIREGION TV now, and my girl/QIGENDER is watchin it all the time - well thanks TIMM/DI ! "
604,Tried an alluring dance for my wife/QIMARITAL !! All I got was 'How GAY/SA !! R u trying to come out 2 me?' ... SHE/QIGENDER NO LUV ME NO MORE  LOL
605," @theAsianparent/DI i know of some gay/SA dads/QIGENDER husbands/QIMARITAL . And in the end, their wives/QIMARITAL suffers the most. So sad "
606, @BrittnyRenee/DI oh and FINE business men/QIGENDER are EVERYWHERE..they just might be married/QIMARITAL or gay/SA  sorry
607, @emmayyy5/DI gay/SA prom...i guess we will just have to be bored tonight  oh well
608,I'm in the car on the way home from Richmond/DI and ''Gay/SA Bar'' just came on #he radio and no one is awake to appreciate this with me 
609,fkdsa;l I totally did NOT know Eric/DI Millegan/DI is gay/SA . I guess he/QIGENDER won't be taking me out on a date after all. 
610,"Parked my car next to the gate. Gots my snacks. Gay/SA boy/QIGENDER dozing in the front seat.. I want to be snuggled up with Her/QIGENDER , on Her/QIGENDER comfy bed "
611," @B613stop_poking_me/DI You said before that you don't love me! Plus you're always calling me gay/SA , in a derogatory way! "
612,Is it just me?  Small town Canadian/QIREGION gay/SA men/QIGENDER still in the closet?  Ill never figure out small town minds 
613, @emeraldjaguar/DI that's my point. She/QIGENDER pissed people off and possibly it's payback. not that CA totally supports gay/SA marriage in general 
614, @PatriciaErin/DI RIGHT?! omg OM NOM NOM. my  friend blake moved here from london/QIREGION and lets just say i am  very sad he's/QIGENDER gay/SA  mwahahah
615, @THE_REAL_SHAQ/DI  : where are all the black successful single/QIMARITAL men/QIGENDER ? Seems like their all gay/SA or white women/QIGENDER obessed 
616,So why was shane/DI dawson's/DI video flagged..? So gay/SA . I didn't get to see it 
617, @sTiLo09/DI oh no! now we cant text twitter when we're out together and be all gay/SA ....so sad 
618, @VennardRose/DI u probably have the right number my phone is being gay/SA .. its not letting me call or text..  so i will get it eventually..
619,what the hell San/DI Antonio/DI ! Im leaving in 3 weeks and NOW .. NOW u wanna open a Gay/SA Club in the South Side!!! ur killing me! ugh im so sad 
620, @xMyLifesAStoryx/DI uhm but that would make u gay/SA wouldn't it??  I don't want u 2 b gay/SA 
621,"Adam/DI Lambert/DI is so hot, it's a real shame he's/QIGENDER gay/SA "
622,I am never going to get a job. Look at all of these teacher/QIJOB layoffs!!!   ...and Obama/DI ftl today on gay/SA rights.
623,"wishes dat/DI jiro/DI can be as shuai as how he/QIGENDER acted as xiatian/DI or guilong/DI  , he/QIGENDER look gay/SA now "
624,"&quot; lesbian/SA , gay/SA and bisexual/SA students are 2-5 times more likely to skip school and that 28 per cent drop out&quot; "
625,The chaps in Army/QIJOB Of Two are not gay/SA enough to suggest they are. There's not even much subtext there... 
626,"Aww poor danny/DI  Go fuck that gay/SA adam/DI , I SERIOUSLY HATE YOU."
627,This is so gay/SA .  I want porridge.  and I want to go to Australia/QIREGION .
628,is today off and is home alone  coz gary/DI is a gay/SA boi/QIGENDER and didnt wanna come to colchester!
629, @NikiB2/DI ugh boys/QIGENDER r gay/SA  at least he/QIGENDER wsnt a jerk for a lil while lol. just dnt talk 2 him/QIGENDER and he/QIGENDER will cry *evil laugh*
630, @BenMSchofield/DI dude that deserves a txt don't u think?  I mean u know he's/QIGENDER my idol being gay/SA and all gah.....  I miss blackbloodben  haha
631,Screw/DI Browning's/DI poems and Tennysons/DI ....they are so GAY/SA ! 
632,She/QIGENDER looks sad. Is it bcos her/QIGENDER gay/SA brother/QIGENDER was bashed by police in the gay/SA pride parade yesterday? 
633,Brutal arrest of well-known Esperantist/QIJOB during Gay/SA Rights march in Moscow/QIREGION 
634, @amy2207/DI YOU THINK HES/QIGENDER GAY/SA ?! are you blind?! XD he/QIGENDER is fo' sho'! He/QIGENDER won't let me move from Ruby/DI  he is an 'arsloch' ^^
635," @BlitzkriegBambi/DI lol okay okay he's/QIGENDER defo gay/SA xD ahh well bab (N) just er, grin and bare it? xD grr i have a baaad cold "
636, @Rebookar/DI Eek that's a bit gay/SA  I thought you could get it back somehow through the bank?
637,is watching kathy/DI griffins/DI new special. oh i wanna be a gay/SA comedy symbol 
638, @Keith_mark/DI Um but ur gay/SA ! He/QIGENDER is just such a gentleman/QIGENDER and so romantic and gentle. I now have unreal expectations 
639," @hanaames/DI But he/QIGENDER was funny, intelligent, handsome. I must be gay/SA , surely. But then I just wish he'd given me time  Maybe I'm just gay/SA ha."
640,"Oh Zachary/DI Quinto/DI , why must you be gay/SA ?  We could have beautiful babies together, kk. "
641,"Ahhhh Eurovision last night was unreal, the Norweign/QIREGION guy/QIGENDER is that hawt, hes got to be gay/SA "
642, @rana__xx/DI im siccckkk  sooo gay/SA ! and thats why i sounded like a man/QIGENDER and was so tired on saturday ha
643, @3turnoffwords/DI I'm not gay/SA 
644, My boyfriend/QIGENDER is gay/SA .
645, @SSFansite/DI it's being gay/SA and won't work 
646," that's why I think Kris/DI will win, just because Adam's/DI gay/SA . That's wrong, peoplez. &lt;"
647," @jenandhearts/DI awh I wish I was going to cobra  stupid gay/SA mum/QIGENDER . Im learning my physics course,my teacher/QIJOB is a legend but he/QIGENDER can't teach :')"
648," @darwii/DI haha ohhk, ALLY'S/DI NOT GAY/SA !!!! "
649," @elizabethannn/DI and @staceykurzinsky/DI . Nooo fucking shit. Late for work, gay "
650,Gay/SA spanish/QIREGION class. 
651,Trust America/QIREGION to rob the gay/SA guy/QIGENDER of his victory.  (on American/QIREGION Idol)
652, @aris22/DI Me too! We don't have a class together anymore  I miss my gay/SA princess/QIGENDER ! Haha!
653,"All the women/QIGENDER on town look like they have been dressed by gay/SA pirates/QIJOB , in the dark. I have been away too long "
654,Life sucks. I'm back at home after being dragged from camp to do some gay/SA sounds engineering/QIJOB thing tomorrow  Brother/QIGENDER my brother/QIGENDER . RIP Luke/DI
655,talking to erica/DI in english/QILANG is gayy/SA 
656, @Jadedinsanity/DI I love you! The gay/SA bar was fun but short lived 
657,i think the novelty of omaha/DI has finally worn off... being beaten by quads is no longer funny  instead it is just plain gay/SA .
658, @KittySorceress/DI But unfortunately because we are a territory when the Legislative Assembly approved Gay/SA Marriage the Feds could reject it 
659, @Thepartyscene38/DI no. just the whole idea. what if he/QIGENDER was gay/SA ? no more man/QIGENDER -sexy for ashley/DI . 
660, @Gothcupcake/DI they upheld the ban on gay/SA marriage 
661,gay/SA marriage ban upheld.. n. korea/QIREGION missle fired... amongst other bad news 
662," @godisvoid/DI  that is horrible. I was in an lgbta org for a few years, &amp; i cant believe the horrid arguments against gay/SA marriage ive heard"
663,WATCHING FAST AND THE FURIOUS NOW! SAD CUZ ABER/DI SAID TINKERBELL/DI IS DEMONIC AND GAY/SA 
664, @addiemcortez/DI oh hahah no I meant the sad face for her/QIGENDER question about gay/SA marriage 
665, @flyerdendarest/DI &amp; @jjbaby85/DI i had 2 bang on a gay/SA as passenger tryna go hard on me cuZ hiZ bag was not there..he/QIGENDER was 2 cute 2 
666," @Godzillar/DI new GTA dlc is called 'the ballad of gay/SA tony/DI ', and once again, is only for xbox  for me"
667, @MTtheGreat/DI lol It was SUPER gay/SA tho  I'm use to seeing him/QIGENDER being a little more ForTheLadiesSexual. He called out bow wow &amp; chris/DI brwn/DI !
668,Found is willie/DI is gay/SA .  @pletch5/DI
669,straight and gays/SA all in one establishment just confuses me  so many HOT boys/QIGENDER !
670," @JoelMadden/DI I applaud you for accepting gay?SA marriage, I have rels that are born again that hate me for it. "
671, @cassendraaa/DI YES QUITE HOT WHAT. and ya la gays/SA are the in thing. 
672," @heartystew/DI Trickery?  No, just exasperation at seeing gay/SA Pride hijacked by a politics bigger and uglier then anything it's meant for  "
673," @yukihoang/DI  it is. its probly 16 a head, GAY/SA HUH? reg tix @ the block was 11.50, bella/DI terra/DI 10.75... i encourage bootlegs"
674,But i dont mind the long line when theres a super cutie in front of me. Too bad he's/QIGENDER wearing a gay/SA bracelet with a girls/QIGENDER name on it 
675,needed my semi-gay/SA best friend to go shoe shopping with me tonight. Alas/DI he/QIGENDER is nowhere to be found. 
676, @DutchRaymond/DI gay/SA marriage isn't legal everywhere here.  
677,"Whats your stand on gay/SA marriage?' - me. 'what the fuck natalie/DI , stop asking me these gay/SA ass questions! Go get a job!' - dad/QIGENDER .  "
678,Do I really look like the gay/SA guy/QIGENDER with the dark hair and sleeve from #BGT dreambears? 
679,its really hot out today  being hairy is gay/SA
680, @nattymsmith/DI they have nice cakes  why can't I like them? Haha and you should! That's sooo gayy/SA though
681, @MyInnerTricia/DI it is gay/SA ...u have dissappointed me that past few days 
682, @swiftkaratechop/DI &quot;Jake/DI Cologne/DI &quot; from hollister makes every girl/QIGENDER I hug go fucking nuts. Too bad I'm gay/SA . 
683,"a reply from @zackalltimelow/DI would  make my life, he/QIGENDER replies usually to the people who call him gay/SA , then he/QIGENDER tells them he willblok them "
684,Going to travis/DI burkes/DI house in bfe!  Gay/SA !
685,OMG loved naval and family! Y are all the hot guys/QIGENDER gay/SA 
686," @tams77/DI Considering he/QIGENDER should appreciate &quot;family&quot;...I luv my gay/SA men/QIGENDER , don't get me wrong, but smetimes they don't approve of us  screw em!"
687,Why in the love of ASS does it take so long to upload a video on youtube?!?! It's gayyyyy/SA 
688, @SuperJennie10/DI knowing that you think guyliner is too gay/SA for me- makes me &lt;3 you SO MUCH MORE! Have fun tonight- Im jealous 
689, @angelicax/DI omg my msn is being gay/SA 
690,I'm in love with @xxcomaliesxx/DI but he's/QIGENDER gay/SA  I wish he/QIGENDER would go straight and b with me ...
691,well as much as i hate it looks like da lakers/DI got da championship  shout out 2 kobe/DI bryants/DI gay/SA @ss
692,This shit is gay/SA I have no friends  ..
693, @mal_CA/DI lol i dont think thats gay/SA they dont have to think they r sexy just sttractive dummie n your not cumin back to cali/QIREGION ?? 
694,verizon/DI is being gay/SA right now and im not getting any service 
695,this party is actually pretty cool. some cute boys/QIGENDER . too bad they are all gay/SA 
696,Leavin bartinis/QIREGION for the last time.....goodbye first houston/QIREGION gay/SA klub 
697,Gig last night teas fab. Went to thw dragon too. Gay/SA bars scare me despite the obvious. &quot;new meat wha&quot;. Tis bootiful Pinot grigio weather 
698,London/QIREGION gay/SA pride is excluding transpeople. No Pride for me this year  Brighton/QIREGION maybe?
699, @mnellykid/DI I realllluyyyy wish I had been there so I coulda gotten my pic taken with my two favorite gays/SA 
700,"Liked a guy/QIGENDER kanina/DI . He/QIGENDER was just gorgeous: he's/QIGENDER tall, good looking, has a beautiful singing voice, great body and not gay/SA . But he's taken. "
701,"In my inbox on youtube someone sent me a link that said 'GAY/SA = HELL, sorry, but he/QIGENDER has a point.' ... WHAT? Ugh. Bigots make my head hurt. "
702,my sister/QIGENDER is watching a really gay/SA movie and i have nothing better to do 
703, @Daveydz3/DI on a sat  gay/SA
704, @eloc_ssej/DI YES... i couldn't get the text  my gay/SA old phone
705, @hawaiimane/DI : me 2 but my Mom/QIGENDER 's old school n says he's/QIGENDER gay/SA 
706,My waiter/QIJOB at Hometeam is gay/SA . He/QIGENDER keeps similing at me  Tick-Tick-Tick
707,BGT - everything to play for!  How sad though when Aidan/DI Davis/DI cried   Not the busiest night for gay/SA dating sites!
708," @admiraldaala/DI I'm now @ The local Gay/SA bar in my home town, no #GayStormtrooper here "
709, @sharonluvscats/DI Did you give him a big gay/SA hug for me? I miss TS! 
710, @Alongcamelucy/DI i don't think i've done this right but. I know tis gay/SA much  x
711,"Last ever Tubridy/DI Show  Imma miss him/QIGENDER , but I'm glad he's taking over The Late Late Show. It hasn't been the same since Gay/DI left"
712,sponge bob has gotten so old...... n gayer/SA ...i got band aids on my fingures 
713, @laurensimmons/DI  ...boom pow!!) haha. She/QIGENDER always does. GAYY/SA  haha!! Iflu :]
714, Shaun/DI didnt win.. Gay/SA diversity did though  better that that susan/DI of flawless! i watchted it in work   good times (Y)
715,ummm i think facebook is gay/SA but tell me if you have one bc im gonna give it a try but idk how to use it lol my mom/QIGENDER made me make one 
716,Somebody PUSH me in the shower even.....I guess I'll wear a wife/QIMARITAL beater and my abercrombie pants. I hate gay/SA bars 
717,Just got finished watching the sexy spec vid for the 1000th time. Man/QIGENDER he/QIGENDER 's sexy...too bad he/QIGENDER 's gay/SA 
718, @HungryKryzzy/DI the shit was being GAY/SA an hr ago! 
719,"anti-gay/SA protesters dwntwn make mooncheez/DI sad  we support 1st amendmnt rights, but don't agree with the msg. everyone should have rights!"
720,merlin/DI is a funny show...i have maths exam this week  gay/SA gay/SA gay/SA must studdy gonna fail D:
721," @isajourney/DI lol  I got 53% gay/SA , which is about right, but the blatant leading questions and overall tone made me angry."
722, @Fyt1247/DI i heard ure officially gay/SA now   Battty/DI gyaaal/DI
723,"Oh man/QIGENDER just saw the HOTTEST guy/QIGENDER but the way hn was walking, probably gay/SA . "
724,I need a new PocketGay. anyone up for the gig? I broke up with Georgie/DI and now I miss him/QIGENDER 
725,"wants to sleep, watching The View (Old ones on my DVR) GAYY/SA . New day tomorrow. Cant wait for Georgia/QIREGION !! Arrested last night   So overrated"
726,GREAT night with evetta/DI and shane/DI  Gay/SA movie though..  can't wait to get my toes did tomorrow  hahaha by the way no more monsters for me
727,"Everyone left to go to a gay/SA bar  no shenanigans for me, tonight."
728,At a gay/SA kickback. God I want to go home so bad right now. 
729," @CaliBelle/DI theyre cute? oh man/QIGENDER, they sound gay/SA  lol ill be sadddd"
730,Wants to thank all the gay/SA men/QIGENDER in the world who has helped cause more insecurity and uncertainty in his/QIGENDER life....  
